Run 1
0, 100000000, 0, 1, 0, c1='2.05', c2='2.05', iter='5', rad='1', step='1.0'
1.566102, 4945.0, 1, 1, 1000000000.0, c1='2.05', c2='2.05', iter='5', rad='1', step='1.0'
168.281225, 5355.0, 2, 1, 1000000000.0, c1='2.05', c2='2.05', iter='5', rad='1', step='1.0'
245.95689200000004, 6976.666666666667, 3, 1, 1000000000.0, c1='2.05', c2='2.05', iter='5', rad='1', step='1.0'
249.13197200000005, 6168.75, 4, 1, 1000000000.0, c1='2.05', c2='2.05', iter='5', rad='1', step='1.0'
254.03975000000005, 10483.0, 5, 1, 1000000000.0, c1='2.05', c2='2.05', iter='5', rad='1', step='1.0'
258.33000200000004, 10813.333333333334, 6, 1, 1000000000.0, c1='2.05', c2='2.05', iter='5', rad='1', step='1.0'
274.12800100000004, 10239.285714285714, 7, 1, 1000000000.0, c1='2.05', c2='2.05', iter='5', rad='1', step='1.0'
320.71827300000007, 9943.125, 8, 1, 1000000000.0, c1='2.05', c2='2.05', iter='5', rad='1', step='1.0'
324.3950740000001, 9936.111111111111, 9, 1, 1000000000.0, c1='2.05', c2='2.05', iter='5', rad='1', step='1.0'
532.2928700000001, 4525.0, 9, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
535.1621210000001, 5314.5, 10, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
557.0508380000001, 18654.545454545456, 11, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
558.7831390000001, 17423.333333333332, 12, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
560.5588920000001, 16281.538461538461, 13, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
561.9132390000001, 15217.142857142857, 14, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
655.3087270000001, 280876.00060770806, 15, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
657.1961040000001, 263668.7505697263, 16, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
711.1144010000002, 269887.94171268353, 17, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
712.3860580000002, 254935.8338397567, 18, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
714.1568140000002, 241732.8952166116, 19, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
716.4239820000001, 230056.25045578103, 20, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
718.0106880000002, 219249.04805312477, 21, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
719.6178480000002, 209423.63677798276, 22, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
722.1151340000002, 200748.4786572009, 23, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
723.9622150000002, 192588.33371315085, 24, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
726.4741390000003, 185125.40036462483, 25, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
728.2265510000003, 178165.96188906234, 26, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
729.8438740000004, 171709.44478206002, 27, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
998.5460600000005, 165635.35746841502, 28, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
999.8503420000004, 159979.65548674553, 29, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
1001.4739010000004, 154771.33363718734, 30, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
1024.9031180000004, 152905.32287469745, 31, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
1026.5896670000004, 148257.96903486314, 32, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
1028.1287940000004, 143873.78815501882, 33, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
1029.6600130000004, 139730.73556222414, 34, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
1032.5406480000004, 136110.85740330344, 35, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
1034.1470200000003, 132425.69469765612, 36, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
1041.1699040000003, 129546.48673285461, 37, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
1043.3127580000003, 126327.36866093738, 38, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
1045.2429890000003, 123227.82074655437, 39, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
1064.1659170000003, 123360.12522789052, 40, 1, 1000000000.0, c1='2.05', c2='2.15', iter='5', rad='3', step='0.8'
