Run 2
0, 100000000, 0, 1, 0, c1='2.05', c2='2.05', iter='5', rad='1', step='1.0'
2.07114, 10420.0, 1, 1, 1000000000.0, c1='2.05', c2='2.05', iter='5', rad='1', step='1.0'
10.4143, 5457.0, 1, 1, 1000000000.0, c1='2.05', c2='2.15', iter='3', rad='5', step='0.5'
116.00017599999998, 2793.0, 1, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
117.75451399999999, 3022.5, 2, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
126.59706499999999, 15759.0, 3, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
128.400848, 12534.75, 4, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
142.643522, 19279.8, 5, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
144.012106, 16241.0, 6, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
146.136171, 14664.0, 7, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
147.78893499999998, 13186.125, 8, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
149.828445, 12212.666666666666, 9, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
151.666477, 11349.9, 10, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
157.727982, 12773.181818181818, 11, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
227.70025500000003, 11987.5, 12, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
229.18696400000002, 11185.615384615385, 13, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
231.01181400000002, 10545.42857142857, 14, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
309.772888, 276548.4006666666, 15, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
311.51282100000003, 259463.063125, 16, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
312.95991100000003, 244287.70647058822, 17, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
314.85933400000005, 230941.83388888888, 18, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
316.62000400000005, 218963.84263157894, 19, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
319.9514510000001, 208407.30049999998, 20, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
321.6001960000001, 198617.8576190476, 21, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
323.05684400000007, 189659.18227272725, 22, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
325.40348500000005, 181702.17434782608, 23, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
327.59271800000005, 174277.62541666665, 24, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
329.7747810000001, 167518.08039999998, 25, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
331.4681930000001, 161186.65423076923, 26, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
412.5409020000001, 303384.5562962963, 27, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
414.41273400000006, 292672.60785714287, 28, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
416.49200500000006, 282747.82827586203, 29, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
496.59629600000005, 406660.90099999995, 30, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
497.96139200000005, 393591.09774193546, 31, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
617.5311350000001, 506309.81372230605, 32, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
619.2854060000001, 491058.91027617553, 33, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
621.0705610000001, 476721.1776209939, 34, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
623.4144120000001, 463274.0582603941, 35, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
623.4144120000001, 463274.0582603941, 35, 1, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
740.0377840000002, 450501.16775316093, 36, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
741.5593470000002, 438396.08213821065, 37, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
743.7310590000002, 427001.8431345735, 38, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
745.4032760000002, 416118.4625413793, 39, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
746.8174770000003, 405751.27597784484, 40, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
748.6561390000003, 395922.3668076535, 41, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
830.4405500000003, 481742.7868836618, 42, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
832.1247970000003, 470607.28021194873, 43, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
833.8389730000002, 459985.1602071317, 44, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
836.3416680000003, 449867.8677580843, 45, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
838.4956980000003, 440202.5880242129, 46, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
840.7197220000003, 430959.0010449744, 47, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
843.1110470000003, 422112.93852320407, 48, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
844.5255530000003, 413520.8581451795, 49, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
846.1650050000003, 405302.5209822759, 50, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
847.5302400000003, 397372.17743360385, 51, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
849.3399870000003, 389795.77017526526, 52, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
967.1754170000003, 457923.3973254505, 53, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
1050.6283340000002, 523525.5568194236, 54, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
1052.3770040000002, 514058.40124088863, 55, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
1138.0644160000002, 576312.537111587, 56, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
1139.447427, 566222.1066359452, 57, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
1141.018949, 556507.863418084, 58, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
1221.3025010000001, 614878.0692923537, 59, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
1338.4667790000003, 604672.8514708146, 60, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
1340.2203710000003, 594817.2801352274, 61, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
1342.1809320000004, 585267.3401330463, 62, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
1344.2829050000005, 576060.3347341091, 63, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
1374.3726870000005, 569406.1420038886, 64, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
1376.3173370000004, 560690.6321269057, 65, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
1378.3411540000004, 552265.9104280132, 66, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
1380.1830640000005, 544072.3446007294, 67, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
1381.9098540000005, 536112.0012977775, 68, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
1384.0750190000003, 528419.2621485344, 69, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
1385.5224370000003, 520889.70126069814, 70, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
1386.8115390000003, 513567.76180632215, 71, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
1388.5607010000003, 506476.91789234546, 72, 2, 1000000000.0, c1='2.1', c2='2.15', iter='3', rad='5', step='0.5'
