Run 3
0, 100000000, 0, 1, 0, c1='2.05', c2='2.05', iter='5', rad='1', step='1.0'
25.830477, 25.830477, 1, 1, 60.0, c1='2.05', c2='2.05', iter='5', rad='1', step='1.0'
28.125002, 2.294525, 1, 1, 60.0, c1='2.075', c2='2.075', iter='5', rad='2', step='1.0'
144.229513, 1.836262, 1, 1, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
1312.053256, 2.7614745000000003, 2, 1, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
1372.053256, 201.84434966666672, 3, 1, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
1374.089785, 151.89239450000002, 4, 1, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
1376.1204839999998, 121.92005540000002, 5, 1, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
1378.756389, 102.03936366666669, 6, 1, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
1438.756389, 173.17791244110003, 7, 1, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
1440.9267699999998, 151.80197101096252, 8, 1, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
1442.7525459999997, 135.1379493430778, 9, 1, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
1446.3083949999998, 121.97973930877001, 10, 1, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
1448.6661829999998, 111.1050164625182, 11, 1, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
1453.5741809999997, 102.255264923975, 12, 1, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
1455.9118909999997, 94.56929916059231, 13, 1, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
1458.4330179999997, 87.99442972055, 14, 1, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
1460.5047679999998, 82.26625107251334, 15, 1, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
1508.7330029999998, 80.13887506798126, 16, 1, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
1511.238138, 75.57218447574708, 17, 1, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
1513.1075429999999, 71.47758561598334, 18, 1, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
1517.1803869999999, 67.92996763619475, 19, 1, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
1519.1130139999998, 64.630100604385, 20, 1, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
1579.1130139999998, 90.12438628989048, 21, 1, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
1583.994771, 86.24972132216818, 22, 1, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
1609.833524, 83.62315748207392, 23, 1, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
1632.698406, 81.09156267032084, 24, 1, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
1634.82402, 77.93292472350801, 25, 1, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
1636.69679, 75.00753415721924, 26, 1, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
1636.69679, 75.00753415721924, 26, 1, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
3810.3137370000004, 94.4520410817926, 27, 2, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
3930.3137370000004, 112.50732890030001, 28, 2, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
3956.94732, 108.74356117960001, 29, 2, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
3961.743608, 105.21221300694668, 30, 2, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
4023.2849180000003, 121.17343516801292, 31, 2, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
4085.1427120000003, 117.44482138151251, 32, 2, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
4097.055262, 114.20071779419395, 33, 2, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
4158.973691, 110.89829753554119, 34, 2, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
4221.408716, 124.87292046309716, 35, 2, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
4283.373914, 121.45881706134446, 36, 2, 60.0, c1='2.1', c2='1.975', iter='8', rad='2', step='0.5'
5279.632173, 102.83762511685002, 36, 3, 60.0, c1='2.1', c2='2.15', iter='8', rad='2', step='0.8'
5279.632173, 102.83762511685002, 36, 3, 60.0, c1='2.1', c2='2.15', iter='8', rad='2', step='0.8'
10341.353852000004, 88.77634897222222, 36, 6, 60.0, c1='2.15', c2='1.975', iter='8', rad='2', step='1.2'
10341.353852000004, 88.77634897222222, 36, 6, 60.0, c1='2.15', c2='1.975', iter='8', rad='2', step='1.2'
15478.450712000009, 86.63616318918919, 37, 9, 60.0, c1='2.15', c2='1.975', iter='8', rad='2', step='1.2'
15482.174701000009, 84.41799439473685, 38, 9, 60.0, c1='2.15', c2='1.975', iter='8', rad='2', step='1.2'
15485.279621000009, 82.29473074358975, 39, 9, 60.0, c1='2.15', c2='1.975', iter='8', rad='2', step='1.2'
15546.808929000008, 95.23736497500002, 40, 9, 60.0, c1='2.15', c2='1.975', iter='8', rad='2', step='1.2'
15551.183886000008, 92.77328043016503, 40, 9, 60.0, c1='2.1', c2='2.15', iter='8', rad='2', step='0.8'
